mark1_id,mark2_id,mark1_wordmark,mark2_wordmark,mark1_status,mark2_status,label,pair_type,mark1_wordmark_en,mark1_wordmark_ha,mark1_wordmark_yo,mark2_wordmark_en,mark2_wordmark_ha,mark2_wordmark_yo,mark1_length,mark2_length,length_diff,visual_levenshtein,visual_jaro_winkler,soundex_match,metaphone_match,semantic_similarity_en,semantic_similarity_ha,semantic_similarity_yo
,,Elluxo jóias,PAGPOKO CALv·ADOS,,,0,negative,Elluxo jewelry,Elluxo KAYAN ADO,Elluxo IGBAGBÜ,PAGPOKO CALv·ADOS,PAGPOKO CALv ADOS,PAGPOKO CALv ADOS,12,17,5,16,0.380718954248366,0,0,0.28711265325546265,0.7481750249862671,0.5788713097572327
,,REVITA SILOS MANUTENv·v…O E REVITALIZAv·v…O,ECP CONTABILIDADE,,,0,negative,REVITA SILOS MAINTENANCEv·v…O AND REVITALIZAv·v…O,REVITA SILOS MAINTENANCEv v O KUMA REVITALIZAv v O,REVITA SILOS MANTENANCEv v O ATI REVITALIZAv v O,ECP CONTABILIDADE,ECP CONTABILIDADE,ECP CONTABILIDADE,43,17,26,34,0.5130788044604734,0,0,0.23511472344398499,0.316192626953125,0.34002041816711426
927325489,926603914.0,INSTITUTO FAMvÁLIA PONCIO - DE FAMvÁLIA PARA FAMvÁLIA,DE FAMvÁLIA PARA FAMvÁLIA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,FAMvÁLIA PONCIO INSTITUTE - FROM FAMILY TO FAMILY,FAMvÁLIA PONCIO INSTITUTE DAGA IYALI TO IYALI,FAMvÁLIA PONCIO IPINLE LATI Ìdílé LATI Ìdílé,FROM FAMILY TO FAMILY,DAGA IYALI TO IYALI,LATI Ìdílé LATI Ìdílé,53,25,28,28,0.613516295025729,0,0,0.7194885015487671,0.8281470537185669,0.6996111869812012
927312611,907859917.0,MASCOTINHO Encantado,MASCOTINHOS UNIFORMES,Aguardando apresentavﬂv£o e exame de recurso contra o indeferimento,Registro de marca em vigor,1,positive,Enchanted PET,Sihiri PET,Enchanted PET,UNIFORM MASCOTS,UNIFORM MASOYA,Aso MASCOTS,20,21,1,10,0.8342857142857143,0,0,0.38542282581329346,0.4019576907157898,0.24390694499015808
927350696,827525346.0,PADARIA MERCAPv…O,MERCOPv…O,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,MERCAPv BAKERY…O,MERCAPv BAKERY O,MERCAPv BEKERE O,MERCOPv…O,MERCOPv O,MERCOPv O,17,9,8,9,0.27995642701525053,1,0,0.8821342587471008,0.883112370967865,0.8551785349845886
,,Cal Mina Real,EMPRESA LUCRATIVA 2X,,,0,negative,Cal Mina Real,Cal Mina GASKIYA,Cal Mina ODODO,2X PROFITABLE COMPANY,2X RIBA kamfani,2X ERE ilé-iṣẹ́,13,20,7,19,0.41923076923076924,0,0,0.18503925204277039,0.43236464262008667,0.4437539577484131
927091305,829468803.0,REVITA SILOS MANUTENv·v…O E REVITALIZAv·v…O,REVITA V ENGENHARIA SUSTENTv≈VEL,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,REVITA SILOS MAINTENANCEv·v…O AND REVITALIZAv·v…O,REVITA SILOS MAINTENANCEv v O KUMA REVITALIZAv v O,REVITA SILOS MANTENANCEv v O ATI REVITALIZAv v O,REVITA V SUSTAINABLE ENGINEERINGv≈VEL,REVITA v MAI DOrewa ENGINEERINGv VEL,REVITA v ALAYE ENGINEERINGv VEL,43,32,11,29,0.821891771019678,0,0,0.45590677857398987,0.7596926093101501,0.6898500919342041
927305097,903872269.0,CANTINETTA DEI FIORI,DI FIORI,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,CANTINETTA DEI FIORI,CANTINETTA DEI FIORI,CANTINETTA DEI FIORI,DI FIORI,DI FIORI,DI FIORI,20,8,12,12,0.5666666666666667,0,0,0.8528203964233398,0.8528203964233398,0.8528203368186951
927092182,824716841.0,Casa Branca BG,CASAS BRANCAS POUSADA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,White House BG,Fari Gida BG,Funfun Ile BG,CASAS WHITE INN,CASAS Fari INN,CASAS Funfun INN,14,21,7,17,0.4920634920634921,0,0,0.368184894323349,0.47611522674560547,0.5112389922142029
,,MASCOTINHO Encantado,OKAN,,,0,negative,Enchanted PET,Sihiri PET,Enchanted PET,OKAN,Okan,Okan,20,4,16,18,0.5222222222222223,0,0,0.3070206046104431,0.45371201634407043,0.3537428379058838
,,FLY HOUSE SOLUv·vÔES IMOBILIv≈RIAS,CASAS BRANCAS POUSADA,,,0,negative,FLY HOUSE REAL ESTATE SOLUTIONS,Tashi Gida GASKIYA dukiya Magani,Fo Ile ODODO ohun ini Awọn ojutu,CASAS WHITE INN,CASAS Fari INN,CASAS Funfun INN,34,21,13,28,0.45331465919701214,0,0,0.3563099503517151,0.37851810455322266,0.2858988642692566
,,PADARIA MERCAPv…O,REAL CIMENTO,,,0,negative,MERCAPv BAKERY…O,MERCAPv BAKERY O,MERCAPv BEKERE O,REAL CEMENT,GASKIYA CEMENT,ODODO Simẹnti,17,12,5,13,0.5874183006535948,0,0,0.09252326190471649,0.27902108430862427,0.6219683289527893
,,PAGPOKO CALv·ADOS,DI FIORI,,,0,negative,PAGPOKO CALv·ADOS,PAGPOKO CALv ADOS,PAGPOKO CALv ADOS,DI FIORI,DI FIORI,DI FIORI,17,8,9,16,0.28921568627450983,0,0,0.6588177680969238,0.635514497756958,0.635514497756958
926964569,911329404.0,THE BRAND SKIN LAB,SKINLAB COSMv‚TICOS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,THE BRAND SKIN LAB,THE alama FATA LAB,THE àmì ARA LAB,SKINLAB COSMv‚TICOS,SKINLAB COSMv TICOS,SKINLAB COSMv TICOS,18,19,1,18,0.4385964912280702,0,0,0.6615803837776184,0.4268965721130371,0.37857019901275635
,,ECP ECP CONTABILIDADE PANTANO,Okan Chocolats,,,0,negative,ECP ECP CONTABILIDADE PANTANO,ECP ECP CONTABILIDADE PANTANO,ECP ECP CONTABILIDADE PANTANO,Okan Chocolates,Okan Chocolates,Okan Chocolates,29,14,15,27,0.3281335522714833,0,0,0.05183936282992363,0.05183936282992363,0.05183937028050423
,,ALTAS HORAS BEBIDAS E CONVENIv‰NCIA,CIMENTO REAL,,,0,negative,HIGH DRINKING HOURS AND CONVENIENCE,MAI GIRMA SHA HOURS KUMA DAFATAN,GIGA MIMU WAKATI ATI IWURE,REAL CEMENT,GASKIYA CEMENT,ODODO Simẹnti,35,12,23,31,0.5579365079365078,0,0,0.020837359130382538,0.33024269342422485,0.6516916155815125
927337339,912692634.0,NEW OLD GREEN,NEW OLD,Aguardando apresentavﬂv£o e exame de recurso contra o indeferimento,Registro de marca em vigor,1,positive,NEW OLD GREEN,sabon TSOHUWAR GREEN,títun Ògbólógbòó ALAWE,NEW OLD,sabon TSOHUWAR,títun Ògbólógbòó,13,7,6,6,0.9076923076923077,0,0,0.5524402856826782,0.7842056751251221,0.7879268527030945
,,SKINLAB COSMv‚TICOS,FLY HOUSE SOLUv·vÔES IMOBILIv≈RIAS,,,0,negative,SKINLAB COSMv‚TICOS,SKINLAB COSMv TICOS,SKINLAB COSMv TICOS,FLY HOUSE REAL ESTATE SOLUTIONS,Tashi Gida GASKIYA dukiya Magani,Fo Ile ODODO ohun ini Awọn ojutu,19,34,15,28,0.4734778121775025,0,0,0.036893539130687714,0.25931572914123535,0.15641316771507263
,,OKAN,DIGNOS DOCE,,,0,negative,OKAN,Okan,Okan,SWEET WORTHY,MAI DADI KYAUTA,DUN OHUN,4,11,7,10,0.393939393939394,0,0,0.43414729833602905,0.7341844439506531,0.894786536693573
