mark1_id,mark2_id,mark1_wordmark,mark2_wordmark,mark1_status,mark2_status,label,pair_type,mark1_wordmark_en,mark1_wordmark_ha,mark1_wordmark_yo,mark2_wordmark_en,mark2_wordmark_ha,mark2_wordmark_yo,mark1_length,mark2_length,length_diff,visual_levenshtein,visual_jaro_winkler,soundex_match,metaphone_match,semantic_similarity_en,semantic_similarity_ha,semantic_similarity_yo
,,UNNA,REAL CIMENTO,,,0,negative,UNNA,UNNA,UNNA,REAL CEMENT,GASKIYA CEMENT,ODODO Simẹnti,4,12,8,11,0.4444444444444444,0,0,0.26207268238067627,0.28256160020828247,0.5772197246551514
927325489,926603914.0,INSTITUTO FAMvÁLIA PONCIO - DE FAMvÁLIA PARA FAMvÁLIA,DE FAMvÁLIA PARA FAMvÁLIA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,FAMvÁLIA PONCIO INSTITUTE - FROM FAMILY TO FAMILY,FAMvÁLIA PONCIO INSTITUTE DAGA IYALI TO IYALI,FAMvÁLIA PONCIO IPINLE LATI Ìdílé LATI Ìdílé,FROM FAMILY TO FAMILY,DAGA IYALI TO IYALI,LATI Ìdílé LATI Ìdílé,53,25,28,28,0.613516295025729,0,0,0.7194885611534119,0.8281470537185669,0.6996111869812012
927312611,907859917.0,MASCOTINHO Encantado,MASCOTINHOS UNIFORMES,Aguardando apresentavﬂv£o e exame de recurso contra o indeferimento,Registro de marca em vigor,1,positive,Enchanted PET,Sihiri PET,Enchanted PET,UNIFORM MASCOTS,UNIFORM MASOYA,Aso MASCOTS,20,21,1,10,0.8342857142857143,0,0,0.38542282581329346,0.40195780992507935,0.24390704929828644
927350696,827525346.0,PADARIA MERCAPv…O,MERCOPv…O,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,MERCAPv BAKERY…O,MERCAPv BAKERY O,MERCAPv BEKERE O,MERCOPv…O,MERCOPv O,MERCOPv O,17,9,8,9,0.27995642701525053,1,0,0.882134199142456,0.8831124305725098,0.855178713798523
,,Pv≈TIO CRIATIVO,REAL,,,0,negative,Pv≈CREATIVE UNCLE,Pv HALITTA KANE,Pv ELEDA ÀGBÀGBÀ,REAL,GASKIYA,ODODO,15,4,11,13,0.0,0,0,0.23484618961811066,0.6646035313606262,0.6999709010124207
927091305,829468803.0,REVITA SILOS MANUTENv·v…O E REVITALIZAv·v…O,REVITA V ENGENHARIA SUSTENTv≈VEL,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,REVITA SILOS MAINTENANCEv·v…O AND REVITALIZAv·v…O,REVITA SILOS MAINTENANCEv v O KUMA REVITALIZAv v O,REVITA SILOS MANTENANCEv v O ATI REVITALIZAv v O,REVITA V SUSTAINABLE ENGINEERINGv≈VEL,REVITA v MAI DOrewa ENGINEERINGv VEL,REVITA v ALAYE ENGINEERINGv VEL,43,32,11,29,0.821891771019678,0,0,0.4559067487716675,0.7596925497055054,0.6898502111434937
927305097,903872269.0,CANTINETTA DEI FIORI,DI FIORI,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,CANTINETTA DEI FIORI,CANTINETTA DEI FIORI,CANTINETTA DEI FIORI,DI FIORI,DI FIORI,DI FIORI,20,8,12,12,0.5666666666666667,0,0,0.8528205156326294,0.8528205156326294,0.8528205752372742
927092182,824716841.0,Casa Branca BG,CASAS BRANCAS POUSADA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,White House BG,Fari Gida BG,Funfun Ile BG,CASAS WHITE INN,CASAS Fari INN,CASAS Funfun INN,14,21,7,17,0.4920634920634921,0,0,0.3681846261024475,0.4761151671409607,0.5112390518188477
,,E N N A,ELLUXE JOIAS,,,0,negative,E N N A,E N N A,E N N A,ELLUXE JEWELRY,ELLUXE KAYAN ADO,ELLUXE IGBAGBÜ,7,12,5,9,0.5595238095238095,0,0,0.29417961835861206,0.6031534075737,0.5075873136520386
,,PSI,Imobiliv∞ria Jazz.com,,,0,negative,PSI,PSI,PSI,Imobiliv∞ria Jazz.com,IMOBILIv RIA JAZZ com,IMOBILIv RIA JAZZ com,3,21,18,21,0.4603174603174603,0,0,0.2255798578262329,0.26076406240463257,0.26076406240463257
,,Maria papeleira livraria e papelaria desde 2004,Icar,,,0,negative,Maria Papeleira bookstore and stationery since 2004,Mariya Papeleira kantin sayar da littattafai KUMA kayan aikin rubutu tun 2004,Maria Papeleira ile itaja iwe ATI ohun elo ikọwe niwon Ọdun 2004,Icar,icar,icar,47,4,43,45,0.5141843971631205,0,0,0.18036051094532013,0.17788009345531464,0.3331539034843445
,,Peach Poison,ALTAS HORAS BAR E RESTAURANTE,,,0,negative,Peach Poison,Peach Guba,eso pishi Majele,HIGH HOURS BAR AND RESTAURANT,MAI GIRMA HOURS BAR KUMA gidan cin abinci,GIGA WAKATI Pẹpẹ ATI ilé oúnjẹ,12,29,17,28,0.3726053639846743,0,0,-0.02159734070301056,0.44577348232269287,0.6258610486984253
926964569,911329404.0,THE BRAND SKIN LAB,SKINLAB COSMv‚TICOS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,THE BRAND SKIN LAB,THE alama FATA LAB,THE àmì ARA LAB,SKINLAB COSMv‚TICOS,SKINLAB COSMv TICOS,SKINLAB COSMv TICOS,18,19,1,18,0.4385964912280702,0,0,0.661579966545105,0.4268965423107147,0.3785703480243683
,,REAL GESSO DRYWALL,Design Vende,,,0,negative,REAL PLASTER DRYWALL,GASKIYA PLASTER DRYWALL,ODODO Pilasita ÒGÚN,Design Sells,Zane Yana sayarwa,Apẹrẹ Tita,18,12,6,17,0.3796296296296296,0,0,0.2539524435997009,0.28892824053764343,0.6373887062072754
,,POISON VIVIANE ARRUDA,GEOMIX FUNDAv·vÔES E CONSTRUv·vÔES,,,0,negative,POISON VIVIANE ARRUDA,Guba VIVIAN ARRUDA,Majele VIVIANE ARRUDA,GEOMIX FUNDAv·vÔES AND CONSTRUv·vÔES,GEOMIX FUNDAv vÔES KUMA CONSTRUv vÔES,GEOMIX FUNDAv vÔES ATI CONSTRUv vÔES,21,34,13,27,0.4747899159663866,0,0,0.458706796169281,0.4360334873199463,0.46572068333625793
927337339,912692634.0,NEW OLD GREEN,NEW OLD,Aguardando apresentavﬂv£o e exame de recurso contra o indeferimento,Registro de marca em vigor,1,positive,NEW OLD GREEN,sabon TSOHUWAR GREEN,títun Ògbólógbòó ALAWE,NEW OLD,sabon TSOHUWAR,títun Ògbólógbòó,13,7,6,6,0.9076923076923077,0,0,0.5524405837059021,0.784205436706543,0.7879270315170288
,,THE BRAND SKIN LAB,BRAZIL REAL,,,0,negative,THE BRAND SKIN LAB,THE alama FATA LAB,THE àmì ARA LAB,REAL BRAZIL,GASKIYA BRAZIL,ODODO BRAZIL,18,11,7,13,0.5572390572390572,0,0,0.14821673929691315,0.36755821108818054,0.38056033849716187
,,EMPRESA MAIS LUCRATIVA,LOJA NINO,,,0,negative,MOST PROFITABLE COMPANY,MAFI YAWA RIBA kamfani,Julọ ERE ilé-iṣẹ́,NINO STORE,NINO shago,NINO ṣọ́ọ̀bù,22,9,13,19,0.4898989898989899,0,0,0.35347092151641846,0.7096638679504395,0.6273518204689026
