mark1_id,mark2_id,mark1_wordmark,mark2_wordmark,mark1_status,mark2_status,label,pair_type,mark1_wordmark_en,mark1_wordmark_ha,mark1_wordmark_yo,mark2_wordmark_en,mark2_wordmark_ha,mark2_wordmark_yo,mark1_length,mark2_length,length_diff,visual_levenshtein,visual_jaro_winkler,soundex_match,metaphone_match,semantic_similarity_en,semantic_similarity_ha,semantic_similarity_yo
,,PSI Capital Porto,Torta na Mv£o,,,0,negative,PSI Capital Porto,PSI Babban birni Porto,PSI Olu Porto,Pie at Mv£o,Kek a Mv O,Pie ni Mv O,17,13,4,13,0.549270990447461,0,0,0.5073608160018921,0.4512937068939209,0.5484403967857361
,,REVITA SILOS MANUTENv·v…O E REVITALIZAv·v…O,GEOMIX CONSULTORIA E MINERAv·v…O,,,0,negative,REVITA SILOS MAINTENANCEv·v…O AND REVITALIZAv·v…O,REVITA SILOS MAINTENANCEv v O KUMA REVITALIZAv v O,REVITA SILOS MANTENANCEv v O ATI REVITALIZAv v O,GEOMIX CONSULTORIA E MINERAv·v…O,GEOMIX CONSULTORIA E MINERAv v O,GEOMIX CONSULTORIA E MINERAv v O,43,32,11,29,0.6757375107665805,0,0,0.6699254512786865,0.6363057494163513,0.6344190835952759
,,NEW OLD GREEN,Apoio Cred Soluvﬂvµes Financeiras,,,0,negative,NEW OLD GREEN,sabon TSOHUWAR GREEN,títun Ògbólógbòó ALAWE,Support for Credit Financial Solutions,Taimako domin Kiredit Kuɗi Magani,Atilẹyin fun Kirẹditi Olowo Awọn ojutu,13,33,20,31,0.40481740481740486,0,0,0.005432650446891785,0.48084312677383423,0.760732889175415
927325489,926603914.0,INSTITUTO FAMvÁLIA PONCIO - DE FAMvÁLIA PARA FAMvÁLIA,DE FAMvÁLIA PARA FAMvÁLIA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,FAMvÁLIA PONCIO INSTITUTE - FROM FAMILY TO FAMILY,FAMvÁLIA PONCIO INSTITUTE DAGA IYALI TO IYALI,FAMvÁLIA PONCIO IPINLE LATI Ìdílé LATI Ìdílé,FROM FAMILY TO FAMILY,DAGA IYALI TO IYALI,LATI Ìdílé LATI Ìdílé,53,25,28,28,0.613516295025729,0,0,0.7194885015487671,0.8281470537185669,0.6996113061904907
927312611,907859917.0,MASCOTINHO Encantado,MASCOTINHOS UNIFORMES,Aguardando apresentavﬂv£o e exame de recurso contra o indeferimento,Registro de marca em vigor,1,positive,Enchanted PET,Sihiri PET,Enchanted PET,UNIFORM MASCOTS,UNIFORM MASOYA,Aso MASCOTS,20,21,1,10,0.8342857142857143,0,0,0.38542282581329346,0.4019576907157898,0.24390704929828644
927350696,827525346.0,PADARIA MERCAPv…O,MERCOPv…O,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,MERCAPv BAKERY…O,MERCAPv BAKERY O,MERCAPv BEKERE O,MERCOPv…O,MERCOPv O,MERCOPv O,17,9,8,9,0.27995642701525053,1,0,0.882134199142456,0.8831124305725098,0.855178713798523
,,NINO AQUECEDORES,CANTINETTA DEI FIORI,,,0,negative,NINO HEATER,NINO ZANGO,NINO AGBANA,CANTINETTA DEI FIORI,CANTINETTA DEI FIORI,CANTINETTA DEI FIORI,16,20,4,14,0.6549242424242424,0,0,0.4172901511192322,0.5879168510437012,0.69331955909729
927091305,829468803.0,REVITA SILOS MANUTENv·v…O E REVITALIZAv·v…O,REVITA V ENGENHARIA SUSTENTv≈VEL,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,REVITA SILOS MAINTENANCEv·v…O AND REVITALIZAv·v…O,REVITA SILOS MAINTENANCEv v O KUMA REVITALIZAv v O,REVITA SILOS MANTENANCEv v O ATI REVITALIZAv v O,REVITA V SUSTAINABLE ENGINEERINGv≈VEL,REVITA v MAI DOrewa ENGINEERINGv VEL,REVITA v ALAYE ENGINEERINGv VEL,43,32,11,29,0.821891771019678,0,0,0.4559067487716675,0.7596924901008606,0.6898502111434937
927305097,903872269.0,CANTINETTA DEI FIORI,DI FIORI,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,CANTINETTA DEI FIORI,CANTINETTA DEI FIORI,CANTINETTA DEI FIORI,DI FIORI,DI FIORI,DI FIORI,20,8,12,12,0.5666666666666667,0,0,0.8528205156326294,0.8528205752372742,0.8528205752372742
927092182,824716841.0,Casa Branca BG,CASAS BRANCAS POUSADA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,White House BG,Fari Gida BG,Funfun Ile BG,CASAS WHITE INN,CASAS Fari INN,CASAS Funfun INN,14,21,7,17,0.4920634920634921,0,0,0.3681846857070923,0.47611525654792786,0.5112390518188477
,,Avﬂav na mv£o Delivery,Pv≈TIO CRIATIVO,,,0,negative,Avﬂav at mv£o Delivery,Avflav a Mv O Bayarwa,Afflav ni Mv O Ifijiṣẹ,Pv≈CREATIVE UNCLE,Pv HALITTA KANE,Pv ELEDA ÀGBÀGBÀ,22,15,7,20,0.33434343434343433,0,0,0.20852899551391602,0.6315062046051025,0.6809184551239014
,,GEOMIX FUNDAv·vÔES E CONSTRUv·vÔES,DESIGN DE VENDAS,,,0,negative,GEOMIX FUNDAv·vÔES AND CONSTRUv·vÔES,GEOMIX FUNDAv vÔES KUMA CONSTRUv vÔES,GEOMIX FUNDAv vÔES ATI CONSTRUv vÔES,SALES DESIGN,SALLAR Zane,TITA Apẹrẹ,34,16,18,27,0.6034125188536953,0,0,0.12313857674598694,0.2993254065513611,0.4221801161766052
,,REAL GESSO DRYWALL,Elluxo jóias,,,0,negative,REAL PLASTER DRYWALL,GASKIYA PLASTER DRYWALL,ODODO Pilasita ÒGÚN,Elluxo jewelry,Elluxo KAYAN ADO,Elluxo IGBAGBÜ,18,12,6,16,0.4259259259259259,0,0,0.21249575912952423,0.332333505153656,0.6496295928955078
,,Apoio Cred Soluvﬂvµes Financeiras,AVENUE PROFESSIONAL COSMETICS,,,0,negative,Support for Credit Financial Solutions,Taimako domin Kiredit Kuɗi Magani,Atilẹyin fun Kirẹditi Olowo Awọn ojutu,AVENUE PROFESSIONAL COSMETICS,HANYA MAI SANA'A KOSMETICS,ONA AGBẸRẸ Ohun ikunra,33,29,4,30,0.35179380006966215,0,0,0.2838955819606781,0.6304206848144531,0.7559866905212402
926964569,911329404.0,THE BRAND SKIN LAB,SKINLAB COSMv‚TICOS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,THE BRAND SKIN LAB,THE alama FATA LAB,THE àmì ARA LAB,SKINLAB COSMv‚TICOS,SKINLAB COSMv TICOS,SKINLAB COSMv TICOS,18,19,1,18,0.4385964912280702,0,0,0.6615800857543945,0.4268965721130371,0.3785703480243683
,,AVENUE COSMETICS,icar,,,0,negative,AVENUE COSMETICS,HANYA KOSMETICS,ONA Ohun ikunra,icar,icar,icar,16,4,12,16,0.0,0,0,0.42961999773979187,0.3869583010673523,0.5652297735214233
,,MASCOTINHOS UNIFORMES,AVENUE PROFESSIONAL COSMETICS,,,0,negative,UNIFORM MASCOTS,UNIFORM MASOYA,Aso MASCOTS,AVENUE PROFESSIONAL COSMETICS,HANYA MAI SANA'A KOSMETICS,ONA AGBẸRẸ Ohun ikunra,21,29,8,22,0.6613220000643936,0,0,0.4141297936439514,0.45560023188591003,0.3946230113506317
927337339,912692634.0,NEW OLD GREEN,NEW OLD,Aguardando apresentavﬂv£o e exame de recurso contra o indeferimento,Registro de marca em vigor,1,positive,NEW OLD GREEN,sabon TSOHUWAR GREEN,títun Ògbólógbòó ALAWE,NEW OLD,sabon TSOHUWAR,títun Ògbólógbòó,13,7,6,6,0.9076923076923077,0,0,0.5524405837059021,0.784205436706543,0.7879270315170288
,,Cal Mina Real,CAOVILLA,,,0,negative,Cal Mina Real,Cal Mina GASKIYA,Cal Mina ODODO,CAOVILLA,CAOVILLA,CAOVILLA,13,8,5,12,0.4006410256410256,0,0,0.5444778203964233,0.6506766080856323,0.6051846742630005
,,Imobiliv∞ria Jazz.com,ALTAS HORAS BAR E RESTAURANTE,,,0,negative,Imobiliv∞ria Jazz.com,IMOBILIv RIA JAZZ com,IMOBILIv RIA JAZZ com,HIGH HOURS BAR AND RESTAURANT,MAI GIRMA HOURS BAR KUMA gidan cin abinci,GIGA WAKATI Pẹpẹ ATI ilé oúnjẹ,21,29,8,28,0.3607006020799124,0,0,0.1838066279888153,0.42053088545799255,0.2683315873146057
